date;temperaturemin;temperaturemax;precipitation;snowfall;snowdepth;avgwindspeed;fastest2minwinddir;fastest2minwindspeed;fastest5secwinddir;fastest5secwindspeed;fog;fogheavy;mist;rain;fogground;ice;glaze;drizzle;snow;freezingrain;smokehaze;thunder;highwind;hail;blowingsnow;dust;freezingfog
2016-09-13;64.0;91.0;0.0;0.0;0.0;4.03;190;10.07;170;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-09-16;68.0;82.9;0.0;0.0;0.0;8.5;80;14.99;110;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-09-21;70.0;75.0;0.49;0.0;0.0;10.74;40;18.12;40;27.07;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2016-09-22;71.1;82.9;0.23;0.0;0.0;6.93;60;14.99;60;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-09-27;66.9;80.1;0.0;0.0;0.0;3.58;220;14.09;230;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-09-30;71.1;82.9;0.14;0.0;0.0;7.61;130;17.0;150;21.92;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2016-10-02;62.1;79.0;0.0;0.0;0.0;2.68;340;10.07;330;14.09;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-10-03;62.1;79.0;0.0;0.0;0.0;3.13;40;8.95;40;12.08;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-10-04;62.1;75.9;0.0;0.0;0.0;8.5;30;17.0;20;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-10-05;60.1;72.0;0.0;0.0;0.0;10.29;40;17.0;30;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-10-14;53.1;70.0;0.0;0.0;0.0;5.82;50;14.09;40;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-11-10;37.0;64.9;0.0;0.0;0.0;3.36;30;12.97;40;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-11-11;36.0;70.0;0.0;0.0;0.0;4.7;300;12.97;270;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-11-13;24.3;64.0;0.06;0.0;0.0;1.57;90;6.93;190;10.96;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-11-24;46.9;72.0;0.06;0.0;0.0;1.57;230;12.08;230;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-11-28;31.1;59.0;0.0;0.0;0.0;5.37;160;19.91;160;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-11-30;64.9;77.0;0.07;0.0;0.0;12.97;240;27.96;240;33.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-12-09;27.1;41.0;0.0;0.0;0.0;3.8;10;14.09;20;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-12-21;27.1;59.0;0.0;0.0;0.0;2.24;280;8.95;140;12.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2016-12-29;39.0;63.0;0.35;0.0;0.0;7.83;290;21.92;320;36.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-01-02;46.9;51.1;1.08;0.0;0.0;5.59;30;10.07;30;14.09;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-01-05;29.1;44.1;0.0;0.0;0.0;2.01;40;12.08;40;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-01-14;42.1;55.0;0.0;0.0;0.0;6.71;50;17.0;70;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-01-15;39.9;57.0;0.02;0.0;0.0;5.82;70;16.11;50;21.03;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-01-22;53.1;55.9;0.09;0.0;0.0;5.82;80;23.04;80;25.95;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-01-26;43.0;70.0;0.06;0.0;0.0;13.42;280;23.94;320;38.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-01-31;31.1;68.0;0.0;0.0;0.0;12.75;230;25.95;240;33.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-02-04;26.2;45.0;0.0;0.0;0.0;4.7;40;14.09;30;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-02-09;32.0;60.1;0.11;0.0;0.0;10.96;310;23.94;330;40.04;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-02-14;30.2;64.0;0.0;0.0;0.0;4.7;210;17.0;230;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-02-17;34.0;66.0;0.0;0.0;0.0;6.71;220;19.91;230;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-02-21;44.1;66.0;0.0;0.0;0.0;5.82;130;12.97;140;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-03;31.1;54.0;0.0;0.0;0.0;6.71;280;21.03;300;33.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-06;34.0;64.9;0.0;0.0;0.0;6.71;220;17.0;220;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-14;30.2;54.0;0.25;0.0;0.0;10.51;290;23.04;270;40.94;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-17;23.2;57.9;0.03;0.0;0.0;4.92;230;16.11;230;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-18;44.1;64.0;0.5;0.0;0.0;7.83;300;23.94;300;35.12;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No
2017-03-19;36.0;57.0;0.0;0.0;0.0;7.16;30;21.03;40;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-20;30.2;66.0;0.0;0.0;0.0;3.58;240;12.97;230;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-23;31.1;55.9;0.0;0.0;0.0;7.38;50;14.09;50;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-03-30;55.0;66.9;0.0;0.0;0.0;8.95;160;16.11;170;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-04-09;37.9;77.0;0.0;0.0;0.0;4.47;230;14.09;240;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-04-11;55.0;82.0;0.0;0.0;0.0;10.51;230;21.03;240;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-04-17;62.1;86.0;0.05;0.0;0.0;9.84;310;19.91;300;31.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-04-25;57.9;70.0;2.17;0.0;0.0;6.93;40;12.97;20;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-04-26;55.9;81.0;0.0;0.0;0.0;5.37;230;16.11;220;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-05-01;68.0;84.9;0.29;0.0;0.0;15.66;200;27.96;200;42.05;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-05-06;53.1;66.9;0.02;0.0;0.0;10.96;280;21.92;270;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-05-11;61.0;84.0;0.48;0.0;0.0;4.92;20;23.94;20;44.96;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No
2017-05-13;52.0;66.0;0.23;0.0;0.0;4.47;40;10.07;340;12.97;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-05-18;66.0;86.0;0.0;0.0;0.0;10.96;230;18.12;240;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-05-19;68.0;89.1;0.0;0.0;0.0;8.05;280;19.91;290;31.09;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-05-20;66.9;90.0;0.0;0.0;0.0;7.38;80;21.92;70;27.07;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-05-28;66.9;86.0;0.08;0.0;0.0;6.71;270;17.0;240;25.05;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-05-29;64.0;87.1;0.08;0.0;0.0;3.13;270;12.08;280;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-05-30;68.0;82.0;0.06;0.0;0.0;4.03;220;12.08;220;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-06-01;62.1;84.9;0.0;0.0;0.0;1.57;280;10.07;270;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-06-03;57.0;88.0;0.0;0.0;0.0;3.36;230;14.99;250;19.91;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
2017-06-04;61.0;90.0;0.38;0.0;0.0;5.82;240;25.95;230;33.11;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-06-07;59.0;77.0;0.0;0.0;0.0;10.29;90;18.12;100;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-06-11;66.9;90.0;0.0;0.0;0.0;6.26;240;14.99;270;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-06-12;66.9;89.1;0.0;0.0;0.0;6.49;230;14.99;240;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-06-16;70.0;89.1;2.3;0.0;0.0;4.03;170;23.04;160;29.08;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-06-25;66.9;84.0;0.0;0.0;0.0;3.58;360;12.08;290;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-07-05;70.0;89.1;0.47;0.0;0.0;2.46;10;12.97;340;19.91;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-07-08;71.1;95.0;0.05;0.0;0.0;6.49;30;16.11;20;25.05;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-07-12;75.0;93.9;0.0;0.0;0.0;8.72;210;16.11;210;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-07-13;78.1;97.0;0.0;0.0;0.0;8.5;220;17.0;280;23.94;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-07-15;75.0;93.9;0.0;0.0;0.0;5.82;230;16.11;230;21.03;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-07-18;71.1;89.1;0.0;0.0;0.0;5.14;10;12.97;360;19.91;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-07-19;66.9;93.9;0.0;0.0;0.0;2.68;70;12.08;30;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-07-21;73.9;98.1;0.0;0.0;0.0;5.59;230;16.11;230;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-07-25;73.9;91.0;0.0;0.0;0.0;4.7;110;12.97;120;16.11;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
2017-07-26;72.0;90.0;0.0;0.0;0.0;5.82;100;16.11;90;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-07-27;72.0;93.9;0.02;0.0;0.0;7.61;230;16.11;230;21.92;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-07-31;57.9;87.1;0.0;0.0;0.0;4.47;90;17.0;130;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-02;66.0;91.0;0.0;0.0;0.0;3.36;50;8.95;220;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-05;68.0;91.9;0.0;0.0;0.0;6.49;240;14.99;270;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-06;64.9;90.0;0.0;0.0;0.0;7.61;110;14.99;100;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-09;66.9;84.0;0.0;0.0;0.0;6.71;80;16.11;100;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-20;71.1;95.0;0.0;0.0;0.0;3.58;70;12.97;100;21.92;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-22;73.9;96.1;0.0;0.0;0.0;7.61;220;16.11;220;21.92;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-25;68.0;84.9;0.0;0.0;0.0;5.14;80;10.07;150;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-27;63.0;81.0;0.0;0.0;0.0;9.17;80;17.0;80;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-08-28;62.1;78.1;0.03;0.0;0.0;11.41;40;21.92;50;29.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-09-01;64.0;78.1;1.06;0.0;0.0;7.83;50;21.92;90;27.96;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-09-06;61.0;82.0;0.52;0.0;0.0;4.92;310;16.11;310;21.92;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-09-15;63.0;84.9;0.0;0.0;0.0;1.79;40;8.05;20;10.96;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-09-28;63.0;93.9;0.0;0.0;0.0;3.13;50;17.0;50;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-10-01;48.0;71.1;0.0;0.0;0.0;7.16;60;16.11;60;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-10-11;73.0;89.1;1.12;0.0;0.0;8.05;100;21.92;90;29.08;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-10-16;51.1;69.1;0.25;0.0;0.0;5.82;40;12.08;330;19.01;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-10-18;37.0;68.0;0.0;0.0;0.0;2.68;40;12.08;80;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-10-23;61.0;75.9;1.12;0.0;0.0;10.74;140;23.94;160;34.0;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2017-10-24;52.0;72.0;0.0;0.0;0.0;6.49;230;16.11;240;21.03;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-11-07;44.1;63.0;0.1;0.0;0.0;6.49;30;16.11;30;23.04;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-11-13;42.1;60.1;0.64;0.0;0.0;4.25;360;12.08;340;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-11-25;29.1;66.9;0.0;0.0;0.0;4.92;230;14.99;230;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2017-12-08;32.0;43.0;1.33;0.31;0.0;5.82;30;12.97;20;18.12;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No
2017-12-09;32.0;34.0;0.3;0.0;0.0;5.82;270;12.08;10;17.0;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No
2012-06-23;70.0;89.1;0.0;0.0;0.0;4.03;170;12.97;170;16.11;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-24;68.0;91.9;0.0;0.0;0.0;5.14;180;16.11;170;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-06-28;60.1;97.0;0.0;0.0;0.0;6.93;230;17.9;230;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-07-03;72.0;100.9;0.0;0.0;0.0;2.91;180;14.99;180;19.91;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-04;73.0;100.9;0.24;0.0;0.0;3.8;100;23.94;100;29.97;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-10;73.0;86.0;0.01;0.0;0.0;3.58;30;14.99;40;21.92;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-15;73.9;93.9;0.0;0.0;0.0;7.83;230;14.09;230;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-07-17;71.1;98.1;0.0;0.0;0.0;4.7;220;17.0;220;23.04;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-23;72.0;96.1;0.11;0.0;0.0;5.14;230;17.9;240;23.94;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-07-31;71.1;88.0;0.0;0.0;0.0;2.01;200;8.95;200;12.97;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-03;70.0;93.0;0.0;0.0;0.0;6.93;170;14.99;190;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-09;66.0;89.1;0.0;0.0;0.0;4.7;220;12.97;190;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-11;72.0;88.0;0.4;0.0;0.0;6.93;220;19.91;110;25.05;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-20;66.9;81.0;0.15;0.0;0.0;1.12;250;6.93;260;8.95;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-08-29;70.0;86.0;0.0;0.0;0.0;3.13;80;8.95;130;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-06;72.0;90.0;0.55;0.0;0.0;7.16;230;16.11;240;21.03;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-09-09;60.1;79.0;0.02;0.0;0.0;4.25;330;12.08;20;17.9;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-10;55.0;78.1;0.0;0.0;0.0;3.36;30;12.97;40;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-16;59.0;64.9;0.69;0.0;0.0;3.13;320;8.95;90;12.97;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-09-28;62.1;84.9;0.06;0.0;0.0;3.8;260;10.07;10;14.99;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
2012-09-30;57.9;73.0;0.0;0.0;0.0;2.46;190;6.93;90;12.97;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-10-09;48.0;57.0;0.0;0.0;0.0;3.36;40;10.07;40;14.99;Yes;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-10-11;46.0;68.0;0.0;0.0;0.0;2.68;30;10.07;50;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-10-22;42.1;73.9;0.0;0.0;0.0;0.45;10;6.93;30;10.07;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-10-23;46.0;80.1;0.0;0.0;0.0;2.68;220;12.08;240;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-10-29;42.1;51.1;0.55;0.0;0.0;10.07;260;21.03;260;33.11;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-10-31;37.0;55.9;0.0;0.0;0.0;7.83;270;14.99;260;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-07;35.1;54.0;0.0;0.0;0.0;4.03;30;12.97;30;17.0;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-11-08;34.0;61.0;0.0;0.0;0.0;2.68;300;14.09;310;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-20;42.1;59.0;0.0;0.0;0.0;2.68;50;8.05;30;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-23;28.9;66.9;0.0;0.0;0.0;5.14;230;16.11;240;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-11-25;23.0;51.1;0.0;0.0;0.0;4.92;240;16.11;220;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-08;50.0;66.0;0.01;0.0;0.0;4.92;240;10.07;220;14.99;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-12-13;33.1;51.1;0.13;0.0;0.0;5.82;30;14.09;40;21.03;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
2012-12-19;33.1;64.9;0.0;0.0;0.0;3.13;250;12.97;240;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-23;25.0;55.0;0.0;0.0;0.0;4.47;240;14.99;240;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2012-12-30;28.0;46.0;0.0;0.0;0.0;5.37;310;16.11;330;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-01-06;35.1;50.0;0.0;0.0;0.0;3.58;220;8.95;200;10.07;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-08;39.0;55.0;0.59;0.0;0.0;7.61;30;17.9;40;25.95;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-09;28.0;52.0;0.0;0.0;0.0;3.8;330;12.08;310;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-14;30.9;52.0;0.0;0.0;0.0;2.68;240;12.97;240;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-15;28.9;61.0;0.0;0.0;0.0;2.91;250;14.09;350;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-17;24.1;37.0;0.0;0.0;0.0;6.71;290;19.91;300;31.99;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No
2013-02-18;18.0;52.0;0.0;0.0;0.0;5.14;200;14.99;200;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-24;39.9;62.1;0.08;0.0;0.0;3.58;270;14.09;300;19.91;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-27;43.0;59.0;0.0;0.0;0.0;8.72;230;19.91;230;25.05;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-02-28;33.1;50.0;0.0;0.0;0.0;4.03;280;17.0;290;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-03;27.0;46.0;0.0;0.0;0.0;4.47;270;14.99;330;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-04;26.1;50.0;0.0;0.0;0.0;4.7;290;16.11;280;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-07;30.0;51.1;0.0;0.0;0.0;5.37;320;14.09;20;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-11;39.0;70.0;0.0;0.0;0.0;9.17;150;19.91;150;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-03-16;46.0;78.1;0.0;0.0;0.0;10.51;230;25.05;250;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-06;39.0;64.0;0.0;0.0;0.0;7.61;130;17.0;120;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-11;62.1;81.0;0.0;0.0;0.0;12.3;230;21.92;200;29.08;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
2013-04-14;44.1;79.0;0.0;0.0;0.0;3.36;200;14.09;180;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-19;64.0;84.0;0.57;0.0;0.0;15.21;220;46.98;220;59.06;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-26;46.0;71.1;0.0;0.0;0.0;3.58;20;12.97;40;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-27;53.1;72.0;0.0;0.0;0.0;2.91;220;12.08;230;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-04-28;55.0;62.1;0.97;0.0;0.0;4.92;120;12.08;120;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-03;48.0;69.1;0.0;0.0;0.0;9.84;80;21.03;80;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-07;50.0;71.1;0.0;0.0;0.0;4.92;230;18.12;230;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-08;52.0;72.0;0.18;0.0;0.0;3.58;300;19.91;310;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-15;55.0;86.0;0.0;0.0;0.0;9.84;230;18.12;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-20;66.9;75.0;1.47;0.0;0.0;5.59;170;10.96;180;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-23;64.9;82.0;0.18;0.0;0.0;7.16;220;12.97;220;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-24;52.0;70.0;0.0;0.0;0.0;5.82;290;19.91;310;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-27;48.9;80.1;0.0;0.0;0.0;4.92;230;12.97;240;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-30;64.0;86.0;0.0;0.0;0.0;5.59;240;14.09;240;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-05-31;66.0;87.1;0.0;0.0;0.0;6.93;240;14.09;200;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-01;66.9;89.1;0.0;0.0;0.0;9.17;230;18.12;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-07;68.0;75.9;5.14;0.0;0.0;4.92;350;14.09;120;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-08;66.0;84.0;0.04;0.0;0.0;3.36;230;14.09;230;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-10;70.0;84.9;0.66;0.0;0.0;11.63;240;25.05;240;36.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-12;64.0;90.0;0.0;0.0;0.0;4.92;230;17.0;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-24;71.1;89.1;0.0;0.0;0.0;8.5;230;17.0;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
2013-06-28;69.1;91.9;1.66;0.0;0.0;9.17;240;19.91;290;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
